"plot","event","year","doy","date","genus","species"
"RM2","ffd",1984,170,"1984-06-18","Delphinium","nuttallianum"
"RM2","ffd",1985,156,"1985-06-05","Delphinium","nuttallianum"
"RM2","ffd",1986,157,"1986-06-06","Delphinium","nuttallianum"
"RM2","ffd",1987,153,"1987-06-02","Delphinium","nuttallianum"
"RM2","ffd",1988,155,"1988-06-03","Delphinium","nuttallianum"
"RM2","ffd",1989,149,"1989-05-29","Delphinium","nuttallianum"
"RM2","ffd",1991,169,"1991-06-18","Delphinium","nuttallianum"
"RM2","ffd",1992,148,"1992-05-27","Delphinium","nuttallianum"
"RM2","ffd",1993,170,"1993-06-19","Delphinium","nuttallianum"
"RM2","ffd",1994,155,"1994-06-04","Delphinium","nuttallianum"
"RM2","ffd",1995,179,"1995-06-28","Delphinium","nuttallianum"
"RM2","ffd",1996,158,"1996-06-06","Delphinium","nuttallianum"
"RM2","ffd",1997,158,"1997-06-07","Delphinium","nuttallianum"
"RM2","ffd",1998,149,"1998-05-29","Delphinium","nuttallianum"
"RM2","ffd",1999,167,"1999-06-16","Delphinium","nuttallianum"
"RM2","ffd",2000,154,"2000-06-02","Delphinium","nuttallianum"
"RM2","ffd",2001,153,"2001-06-02","Delphinium","nuttallianum"
"RM2","ffd",2002,138,"2002-05-18","Delphinium","nuttallianum"
"RM2","ffd",2003,150,"2003-05-30","Delphinium","nuttallianum"
"RM2","ffd",2004,138,"2004-05-17","Delphinium","nuttallianum"
"RM2","ffd",2005,158,"2005-06-07","Delphinium","nuttallianum"
"RM2","ffd",2006,142,"2006-05-22","Delphinium","nuttallianum"
"RM2","ffd",2007,138,"2007-05-18","Delphinium","nuttallianum"
"RM2","ffd",2008,166,"2008-06-14","Delphinium","nuttallianum"
"RM2","ffd",2009,148,"2009-05-28","Delphinium","nuttallianum"
"RM2","ffd",1973,206,"1973-07-25","Erigeron","speciosus"
"RM2","ffd",1974,195,"1974-07-14","Erigeron","speciosus"
"RM2","ffd",1975,210,"1975-07-29","Erigeron","speciosus"
"RM2","ffd",1980,198,"1980-07-16","Erigeron","speciosus"
"RM2","ffd",1981,186,"1981-07-05","Erigeron","speciosus"
"RM2","ffd",1982,204,"1982-07-23","Erigeron","speciosus"
"RM2","ffd",1983,203,"1983-07-22","Erigeron","speciosus"
"RM2","ffd",1984,204,"1984-07-22","Erigeron","speciosus"
"RM2","ffd",1985,190,"1985-07-09","Erigeron","speciosus"
"RM2","ffd",1986,199,"1986-07-18","Erigeron","speciosus"
"RM2","ffd",1987,189,"1987-07-08","Erigeron","speciosus"
"RM2","ffd",1988,189,"1988-07-07","Erigeron","speciosus"
"RM2","ffd",1989,186,"1989-07-05","Erigeron","speciosus"
"RM2","ffd",1991,200,"1991-07-19","Erigeron","speciosus"
"RM2","ffd",1992,185,"1992-07-03","Erigeron","speciosus"
"RM2","ffd",1993,203,"1993-07-22","Erigeron","speciosus"
"RM2","ffd",1994,186,"1994-07-05","Erigeron","speciosus"
"RM2","ffd",1995,217,"1995-08-05","Erigeron","speciosus"
"RM2","ffd",1996,193,"1996-07-11","Erigeron","speciosus"
"RM2","ffd",1997,194,"1997-07-13","Erigeron","speciosus"
"RM2","ffd",1998,189,"1998-07-08","Erigeron","speciosus"
"RM2","ffd",1999,194,"1999-07-13","Erigeron","speciosus"
"RM2","ffd",2000,181,"2000-06-29","Erigeron","speciosus"
"RM2","ffd",2001,183,"2001-07-02","Erigeron","speciosus"
"RM2","ffd",2002,184,"2002-07-03","Erigeron","speciosus"
"RM2","ffd",2003,186,"2003-07-05","Erigeron","speciosus"
"RM2","ffd",2004,182,"2004-06-30","Erigeron","speciosus"
"RM2","ffd",2005,195,"2005-07-14","Erigeron","speciosus"
"RM2","ffd",2006,180,"2006-06-29","Erigeron","speciosus"
"RM2","ffd",2008,198,"2008-07-16","Erigeron","speciosus"
"RM2","ffd",2009,192,"2009-07-11","Erigeron","speciosus"
"RM2","ffd",1980,193,"1980-07-11","Eriogonum","subalpinum"
"RM2","ffd",1982,185,"1982-07-04","Eriogonum","subalpinum"
"RM2","ffd",1983,198,"1983-07-17","Eriogonum","subalpinum"
"RM2","ffd",1984,192,"1984-07-10","Eriogonum","subalpinum"
"RM2","ffd",1986,179,"1986-06-28","Eriogonum","subalpinum"
"RM2","ffd",1987,173,"1987-06-22","Eriogonum","subalpinum"
"RM2","ffd",1988,175,"1988-06-23","Eriogonum","subalpinum"
"RM2","ffd",1980,182,"1980-06-30","Eriogonum","umbellatum"
"RM2","ffd",1981,159,"1981-06-08","Eriogonum","umbellatum"
"RM2","ffd",1982,177,"1982-06-26","Eriogonum","umbellatum"
"RM2","ffd",1983,188,"1983-07-07","Eriogonum","umbellatum"
"RM2","ffd",1984,183,"1984-07-01","Eriogonum","umbellatum"
"RM2","ffd",1986,171,"1986-06-20","Eriogonum","umbellatum"
"RM2","ffd",1987,163,"1987-06-12","Eriogonum","umbellatum"
"RM2","ffd",1988,162,"1988-06-10","Eriogonum","umbellatum"
"RM2","ffd",1997,162,"1997-06-11","Galium","bifolium"
"RM2","ffd",1973,208,"1973-07-27","Heterotheca","villosa"
"RM2","ffd",1974,199,"1974-07-18","Heterotheca","villosa"
"RM2","ffd",1975,212,"1975-07-31","Heterotheca","villosa"
"RM2","ffd",1976,197,"1976-07-15","Heterotheca","villosa"
"RM2","ffd",1977,191,"1977-07-10","Heterotheca","villosa"
"RM2","ffd",1979,211,"1979-07-30","Heterotheca","villosa"
"RM2","ffd",1980,209,"1980-07-27","Heterotheca","villosa"
"RM2","ffd",1981,186,"1981-07-05","Heterotheca","villosa"
"RM2","ffd",1982,204,"1982-07-23","Heterotheca","villosa"
"RM2","ffd",1983,208,"1983-07-27","Heterotheca","villosa"
"RM2","ffd",1984,206,"1984-07-24","Heterotheca","villosa"
"RM2","ffd",1985,195,"1985-07-14","Heterotheca","villosa"
"RM2","ffd",1986,196,"1986-07-15","Heterotheca","villosa"
"RM2","ffd",1987,189,"1987-07-08","Heterotheca","villosa"
"RM2","ffd",1988,194,"1988-07-12","Heterotheca","villosa"
"RM2","ffd",1991,205,"1991-07-24","Heterotheca","villosa"
"RM2","ffd",1992,191,"1992-07-09","Heterotheca","villosa"
"RM2","ffd",1993,203,"1993-07-22","Heterotheca","villosa"
"RM2","ffd",1994,189,"1994-07-08","Heterotheca","villosa"
"RM2","ffd",1995,219,"1995-08-07","Heterotheca","villosa"
"RM2","ffd",1996,197,"1996-07-15","Heterotheca","villosa"
"RM2","ffd",1997,196,"1997-07-15","Heterotheca","villosa"
"RM2","ffd",1998,197,"1998-07-16","Heterotheca","villosa"
"RM2","ffd",1999,201,"1999-07-20","Heterotheca","villosa"
"RM2","ffd",2000,189,"2000-07-07","Heterotheca","villosa"
"RM2","ffd",2001,196,"2001-07-15","Heterotheca","villosa"
"RM2","ffd",2002,190,"2002-07-09","Heterotheca","villosa"
"RM2","ffd",2003,190,"2003-07-09","Heterotheca","villosa"
"RM2","ffd",2004,192,"2004-07-10","Heterotheca","villosa"
"RM2","ffd",2005,200,"2005-07-19","Heterotheca","villosa"
"RM2","ffd",2006,182,"2006-07-01","Heterotheca","villosa"
"RM2","ffd",2007,188,"2007-07-07","Heterotheca","villosa"
"RM2","ffd",2008,198,"2008-07-16","Heterotheca","villosa"
"RM2","ffd",2009,196,"2009-07-15","Heterotheca","villosa"
"RM2","ffd",1987,165,"1987-06-14","Lathyrus","leucanthus"
"RM2","ffd",1989,167,"1989-06-16","Lathyrus","leucanthus"
"RM2","ffd",1991,175,"1991-06-24","Lathyrus","leucanthus"
"RM2","ffd",1992,171,"1992-06-19","Lathyrus","leucanthus"
"RM2","ffd",1973,159,"1973-06-08","Mahonia","repens"
"RM2","ffd",1974,157,"1974-06-06","Mahonia","repens"
"RM2","ffd",1982,162,"1982-06-11","Mahonia","repens"
"RM2","ffd",1984,170,"1984-06-18","Mahonia","repens"
"RM2","ffd",1985,158,"1985-06-07","Mahonia","repens"
"RM2","ffd",1986,157,"1986-06-06","Mahonia","repens"
"RM2","ffd",1987,153,"1987-06-02","Mahonia","repens"
"RM2","ffd",1989,143,"1989-05-23","Mahonia","repens"
"RM2","ffd",1991,163,"1991-06-12","Mahonia","repens"
"RM2","ffd",1996,154,"1996-06-02","Mahonia","repens"
"RM2","ffd",1998,154,"1998-06-03","Mahonia","repens"
"RM2","ffd",1999,164,"1999-06-13","Mahonia","repens"
"RM2","ffd",2000,142,"2000-05-21","Mahonia","repens"
"RM2","ffd",2001,145,"2001-05-25","Mahonia","repens"
"RM2","ffd",2002,136,"2002-05-16","Mahonia","repens"
"RM2","ffd",2007,132,"2007-05-12","Mahonia","repens"
"RM2","ffd",1973,157,"1973-06-06","Mertensia","fusiformis"
"RM2","ffd",1974,145,"1974-05-25","Mertensia","fusiformis"
"RM2","ffd",1975,156,"1975-06-05","Mertensia","fusiformis"
"RM2","ffd",1976,157,"1976-06-05","Mertensia","fusiformis"
"RM2","ffd",1979,156,"1979-06-05","Mertensia","fusiformis"
"RM2","ffd",1980,158,"1980-06-06","Mertensia","fusiformis"
"RM2","ffd",1981,133,"1981-05-13","Mertensia","fusiformis"
"RM2","ffd",1982,152,"1982-06-01","Mertensia","fusiformis"
"RM2","ffd",1983,162,"1983-06-11","Mertensia","fusiformis"
"RM2","ffd",1984,154,"1984-06-02","Mertensia","fusiformis"
"RM2","ffd",1985,150,"1985-05-30","Mertensia","fusiformis"
"RM2","ffd",1986,151,"1986-05-31","Mertensia","fusiformis"
"RM2","ffd",1987,133,"1987-05-13","Mertensia","fusiformis"
"RM2","ffd",1988,137,"1988-05-16","Mertensia","fusiformis"
"RM2","ffd",1989,133,"1989-05-13","Mertensia","fusiformis"
"RM2","ffd",1991,149,"1991-05-29","Mertensia","fusiformis"
"RM2","ffd",1992,135,"1992-05-14","Mertensia","fusiformis"
"RM2","ffd",1993,161,"1993-06-10","Mertensia","fusiformis"
"RM2","ffd",1994,155,"1994-06-04","Mertensia","fusiformis"
"RM2","ffd",1995,172,"1995-06-21","Mertensia","fusiformis"
"RM2","ffd",1996,154,"1996-06-02","Mertensia","fusiformis"
"RM2","ffd",1997,150,"1997-05-30","Mertensia","fusiformis"
"RM2","ffd",1998,150,"1998-05-30","Mertensia","fusiformis"
"RM2","ffd",1999,150,"1999-05-30","Mertensia","fusiformis"
"RM2","ffd",2000,137,"2000-05-16","Mertensia","fusiformis"
"RM2","ffd",2001,137,"2001-05-17","Mertensia","fusiformis"
"RM2","ffd",2002,122,"2002-05-02","Mertensia","fusiformis"
"RM2","ffd",2003,142,"2003-05-22","Mertensia","fusiformis"
"RM2","ffd",2004,126,"2004-05-05","Mertensia","fusiformis"
"RM2","ffd",2005,144,"2005-05-24","Mertensia","fusiformis"
"RM2","ffd",2006,134,"2006-05-14","Mertensia","fusiformis"
"RM2","ffd",2007,120,"2007-04-30","Mertensia","fusiformis"
"RM2","ffd",2008,152,"2008-05-31","Mertensia","fusiformis"
"RM2","ffd",2009,133,"2009-05-13","Mertensia","fusiformis"
"RM2","ffd",1984,168,"1984-06-16","Paxistima","myrsinites"
"RM2","ffd",1985,152,"1985-06-01","Paxistima","myrsinites"
"RM2","ffd",1986,151,"1986-05-31","Paxistima","myrsinites"
"RM2","ffd",1987,153,"1987-06-02","Paxistima","myrsinites"
"RM2","ffd",1988,146,"1988-05-25","Paxistima","myrsinites"
"RM2","ffd",1993,153,"1993-06-02","Paxistima","myrsinites"
"RM2","ffd",1995,172,"1995-06-21","Paxistima","myrsinites"
"RM2","ffd",1996,152,"1996-05-31","Paxistima","myrsinites"
"RM2","ffd",1997,154,"1997-06-03","Paxistima","myrsinites"
"RM2","ffd",1998,150,"1998-05-30","Paxistima","myrsinites"
"RM2","ffd",1999,152,"1999-06-01","Paxistima","myrsinites"
"RM2","ffd",2000,134,"2000-05-13","Paxistima","myrsinites"
"RM2","ffd",2001,145,"2001-05-25","Paxistima","myrsinites"
"RM2","ffd",2002,126,"2002-05-06","Paxistima","myrsinites"
"RM2","ffd",2003,152,"2003-06-01","Paxistima","myrsinites"
"RM2","ffd",2005,156,"2005-06-05","Paxistima","myrsinites"
"RM2","ffd",2007,153,"2007-06-02","Paxistima","myrsinites"
"RM2","ffd",2008,160,"2008-06-08","Paxistima","myrsinites"
"RM2","ffd",1973,198,"1973-07-17","Potentilla","hippiana"
"RM2","ffd",1975,205,"1975-07-24","Potentilla","hippiana"
"RM2","ffd",1986,179,"1986-06-28","Potentilla","hippiana"
"RM2","ffd",1987,167,"1987-06-16","Potentilla","hippiana"
"RM2","ffd",1988,175,"1988-06-23","Potentilla","hippiana"
"RM2","ffd",1991,200,"1991-07-19","Potentilla","hippiana"
"RM2","ffd",1992,187,"1992-07-05","Potentilla","hippiana"
"RM2","ffd",1993,182,"1993-07-01","Potentilla","hippiana"
"RM2","ffd",1994,178,"1994-06-27","Potentilla","hippiana"
"RM2","ffd",1995,209,"1995-07-28","Potentilla","hippiana"
"RM2","ffd",1996,186,"1996-07-04","Potentilla","hippiana"
"RM2","ffd",1997,182,"1997-07-01","Potentilla","hippiana"
"RM2","ffd",1998,183,"1998-07-02","Potentilla","hippiana"
"RM2","ffd",1999,183,"1999-07-02","Potentilla","hippiana"
"RM2","ffd",2000,181,"2000-06-29","Potentilla","hippiana"
"RM2","ffd",2001,192,"2001-07-11","Potentilla","hippiana"
"RM2","ffd",2002,184,"2002-07-03","Potentilla","hippiana"
"RM2","ffd",2003,188,"2003-07-07","Potentilla","hippiana"
"RM2","ffd",2004,184,"2004-07-02","Potentilla","hippiana"
"RM2","ffd",2005,191,"2005-07-10","Potentilla","hippiana"
"RM2","ffd",2006,182,"2006-07-01","Potentilla","hippiana"
"RM2","ffd",2007,176,"2007-06-25","Potentilla","hippiana"
"RM2","ffd",2009,184,"2009-07-03","Potentilla","hippiana"
"RM2","ffd",1976,181,"1976-06-29","Potentilla","pulcherrima"
"RM2","ffd",1977,168,"1977-06-17","Potentilla","pulcherrima"
"RM2","ffd",1979,195,"1979-07-14","Potentilla","pulcherrima"
"RM2","ffd",1980,206,"1980-07-24","Potentilla","pulcherrima"
"RM2","ffd",1981,167,"1981-06-16","Potentilla","pulcherrima"
"RM2","ffd",1982,181,"1982-06-30","Potentilla","pulcherrima"
"RM2","ffd",1983,193,"1983-07-12","Potentilla","pulcherrima"
"RM2","ffd",1984,194,"1984-07-12","Potentilla","pulcherrima"
"RM2","ffd",1985,180,"1985-06-29","Potentilla","pulcherrima"
"RM2","ffd",1983,178,"1983-06-27","Senecio","integerrimus"
"RM2","ffd",1998,159,"1998-06-08","Senecio","integerrimus"
"RM2","ffd",1973,163,"1973-06-12","Taraxacum","officinale"
"RM2","ffd",1974,147,"1974-05-27","Taraxacum","officinale"
"RM2","ffd",1975,171,"1975-06-20","Taraxacum","officinale"
"RM2","ffd",1981,159,"1981-06-08","Taraxacum","officinale"
"RM2","ffd",1982,158,"1982-06-07","Taraxacum","officinale"
"RM2","ffd",1983,171,"1983-06-20","Taraxacum","officinale"
"RM2","ffd",1984,181,"1984-06-29","Taraxacum","officinale"
"RM2","ffd",1985,160,"1985-06-09","Taraxacum","officinale"
"RM2","ffd",1986,157,"1986-06-06","Taraxacum","officinale"
"RM2","ffd",1987,148,"1987-05-28","Taraxacum","officinale"
"RM2","ffd",1988,146,"1988-05-25","Taraxacum","officinale"
"RM2","ffd",1989,145,"1989-05-25","Taraxacum","officinale"
"RM2","ffd",1991,163,"1991-06-12","Taraxacum","officinale"
"RM2","ffd",1993,170,"1993-06-19","Taraxacum","officinale"
"RM2","ffd",1994,155,"1994-06-04","Taraxacum","officinale"
"RM2","ffd",1996,168,"1996-06-16","Taraxacum","officinale"
"RM2","ffd",1997,160,"1997-06-09","Taraxacum","officinale"
"RM2","ffd",1998,154,"1998-06-03","Taraxacum","officinale"
"RM2","ffd",1999,167,"1999-06-16","Taraxacum","officinale"
"RM2","ffd",2000,150,"2000-05-29","Taraxacum","officinale"
"RM2","ffd",2001,145,"2001-05-25","Taraxacum","officinale"
"RM2","ffd",2002,140,"2002-05-20","Taraxacum","officinale"
"RM2","ffd",2003,158,"2003-06-07","Taraxacum","officinale"
"RM2","ffd",2006,146,"2006-05-26","Taraxacum","officinale"
"RM2","ffd",2007,153,"2007-06-02","Taraxacum","officinale"
"RM2","ffd",2008,160,"2008-06-08","Taraxacum","officinale"
"RM2","ffd",2009,145,"2009-05-25","Taraxacum","officinale"
"RM2","ffd",1973,186,"1973-07-05","Vicia","americana"
"RM2","ffd",1974,175,"1974-06-24","Vicia","americana"
"RM2","ffd",1975,191,"1975-07-10","Vicia","americana"
"RM2","ffd",1977,170,"1977-06-19","Vicia","americana"
"RM2","ffd",1979,202,"1979-07-21","Vicia","americana"
"RM2","ffd",1982,188,"1982-07-07","Vicia","americana"
"RM2","ffd",1983,195,"1983-07-14","Vicia","americana"
"RM2","ffd",1984,185,"1984-07-03","Vicia","americana"
"RM2","ffd",1991,183,"1991-07-02","Vicia","americana"
"RM2","ffd",1992,171,"1992-06-19","Vicia","americana"
"RM2","ffd",1993,190,"1993-07-09","Vicia","americana"
"RM2","ffd",1995,205,"1995-07-24","Vicia","americana"
"RM2","ffd",1996,176,"1996-06-24","Vicia","americana"
"RM2","ffd",1997,180,"1997-06-29","Vicia","americana"
"RM2","ffd",1998,181,"1998-06-30","Vicia","americana"
"RM2","ffd",1999,183,"1999-07-02","Vicia","americana"
"RM2","ffd",2000,166,"2000-06-14","Vicia","americana"
"RM2","ffd",2001,175,"2001-06-24","Vicia","americana"
"RM2","ffd",2002,166,"2002-06-15","Vicia","americana"
"RM2","ffd",2003,180,"2003-06-29","Vicia","americana"
"RM2","ffd",2005,184,"2005-07-03","Vicia","americana"
"RM2","ffd",2006,166,"2006-06-15","Vicia","americana"
"RM2","ffd",2007,168,"2007-06-17","Vicia","americana"
"RM2","ffd",2009,184,"2009-07-03","Vicia","americana"
"RM2","ffd",1973,159,"1973-06-08","Viola","praemorsa"
"RM2","ffd",1974,149,"1974-05-29","Viola","praemorsa"
"RM2","ffd",1975,165,"1975-06-14","Viola","praemorsa"
"RM2","ffd",1976,157,"1976-06-05","Viola","praemorsa"
"RM2","ffd",1980,166,"1980-06-14","Viola","praemorsa"
"RM2","ffd",1982,162,"1982-06-11","Viola","praemorsa"
"RM2","ffd",1983,169,"1983-06-18","Viola","praemorsa"
"RM2","ffd",1987,150,"1987-05-30","Viola","praemorsa"
"RM2","ffd",1988,152,"1988-05-31","Viola","praemorsa"
"RM2","ffd",1991,163,"1991-06-12","Viola","praemorsa"
"RM2","ffd",1993,167,"1993-06-16","Viola","praemorsa"
"RM2","ffd",1997,154,"1997-06-03","Viola","praemorsa"
"RM2","ffd",1999,167,"1999-06-16","Viola","praemorsa"
"RM2","ffd",2001,147,"2001-05-27","Viola","praemorsa"
"RM2","ffd",2003,148,"2003-05-28","Viola","praemorsa"
"RM2","ffd",2004,136,"2004-05-15","Viola","praemorsa"
"RM2","ffd",2005,154,"2005-06-03","Viola","praemorsa"
"RM2","ffd",2006,142,"2006-05-22","Viola","praemorsa"
"RM2","ffd",2007,138,"2007-05-18","Viola","praemorsa"
"RM2","ffd",2008,166,"2008-06-14","Viola","praemorsa"
"RM3","ffd",1973,180,"1973-06-29","Amelanchier","pumila"
"RM3","ffd",1974,177,"1974-06-26","Amelanchier","pumila"
"RM3","ffd",1975,186,"1975-07-05","Amelanchier","pumila"
"RM3","ffd",1976,173,"1976-06-21","Amelanchier","pumila"
"RM3","ffd",1977,166,"1977-06-15","Amelanchier","pumila"
"RM3","ffd",1979,178,"1979-06-27","Amelanchier","pumila"
"RM3","ffd",1980,176,"1980-06-24","Amelanchier","pumila"
"RM3","ffd",1981,163,"1981-06-12","Amelanchier","pumila"
"RM3","ffd",1982,177,"1982-06-26","Amelanchier","pumila"
"RM3","ffd",1983,188,"1983-07-07","Amelanchier","pumila"
"RM3","ffd",1985,180,"1985-06-29","Amelanchier","pumila"
"RM3","ffd",1986,175,"1986-06-24","Amelanchier","pumila"
"RM3","ffd",1987,173,"1987-06-22","Amelanchier","pumila"
"RM3","ffd",1988,173,"1988-06-21","Amelanchier","pumila"
"RM3","ffd",1989,171,"1989-06-20","Amelanchier","pumila"
"RM3","ffd",1991,177,"1991-06-26","Amelanchier","pumila"
"RM3","ffd",1992,171,"1992-06-19","Amelanchier","pumila"
"RM3","ffd",1993,180,"1993-06-29","Amelanchier","pumila"
"RM3","ffd",1994,168,"1994-06-17","Amelanchier","pumila"
"RM3","ffd",1995,193,"1995-07-12","Amelanchier","pumila"
"RM3","ffd",1996,184,"1996-07-02","Amelanchier","pumila"
"RM3","ffd",1997,176,"1997-06-25","Amelanchier","pumila"
"RM3","ffd",1998,175,"1998-06-24","Amelanchier","pumila"
"RM3","ffd",1999,179,"1999-06-28","Amelanchier","pumila"
"RM3","ffd",2005,176,"2005-06-25","Amelanchier","pumila"
"RM3","ffd",2007,166,"2007-06-15","Amelanchier","pumila"
"RM3","ffd",2008,178,"2008-06-26","Amelanchier","pumila"
"RM3","ffd",1973,173,"1973-06-22","Androsace","septentrionalis"
"RM3","ffd",1974,151,"1974-05-31","Androsace","septentrionalis"
"RM3","ffd",1982,166,"1982-06-15","Androsace","septentrionalis"
"RM3","ffd",1983,174,"1983-06-23","Androsace","septentrionalis"
"RM3","ffd",1984,174,"1984-06-22","Androsace","septentrionalis"
"RM3","ffd",1985,158,"1985-06-07","Androsace","septentrionalis"
"RM3","ffd",1986,163,"1986-06-12","Androsace","septentrionalis"
"RM3","ffd",1987,153,"1987-06-02","Androsace","septentrionalis"
"RM3","ffd",1989,149,"1989-05-29","Androsace","septentrionalis"
"RM3","ffd",1991,159,"1991-06-08","Androsace","septentrionalis"
"RM3","ffd",1992,148,"1992-05-27","Androsace","septentrionalis"
"RM3","ffd",1993,167,"1993-06-16","Androsace","septentrionalis"
"RM3","ffd",1994,155,"1994-06-04","Androsace","septentrionalis"
"RM3","ffd",1996,160,"1996-06-08","Androsace","septentrionalis"
"RM3","ffd",1998,154,"1998-06-03","Androsace","septentrionalis"
"RM3","ffd",1999,162,"1999-06-11","Androsace","septentrionalis"
"RM3","ffd",2000,146,"2000-05-25","Androsace","septentrionalis"
"RM3","ffd",2001,149,"2001-05-29","Androsace","septentrionalis"
"RM3","ffd",2002,136,"2002-05-16","Androsace","septentrionalis"
"RM3","ffd",2004,158,"2004-06-06","Androsace","septentrionalis"
"RM3","ffd",2005,174,"2005-06-23","Androsace","septentrionalis"
"RM3","ffd",2006,146,"2006-05-26","Androsace","septentrionalis"
"RM3","ffd",2007,143,"2007-05-23","Androsace","septentrionalis"
"RM3","ffd",2008,166,"2008-06-14","Androsace","septentrionalis"
"RM3","ffd",1980,176,"1980-06-24","Arabis","drummondii"
"RM3","ffd",1981,161,"1981-06-10","Arabis","drummondii"
"RM3","ffd",1982,171,"1982-06-20","Arabis","drummondii"
"RM3","ffd",1983,182,"1983-07-01","Arabis","drummondii"
"RM3","ffd",1985,168,"1985-06-17","Arabis","drummondii"
"RM3","ffd",1986,169,"1986-06-18","Arabis","drummondii"
"RM3","ffd",1987,163,"1987-06-12","Arabis","drummondii"
"RM3","ffd",1988,162,"1988-06-10","Arabis","drummondii"
"RM3","ffd",1989,161,"1989-06-10","Arabis","drummondii"
"RM3","ffd",1991,175,"1991-06-24","Arabis","drummondii"
"RM3","ffd",1994,163,"1994-06-12","Arabis","drummondii"
"RM3","ffd",2004,156,"2004-06-04","Arabis","drummondii"
"RM3","ffd",2006,156,"2006-06-05","Arabis","drummondii"
"RM3","ffd",2007,153,"2007-06-02","Arabis","drummondii"
"RM3","ffd",2008,172,"2008-06-20","Arabis","drummondii"
"RM3","ffd",2009,156,"2009-06-05","Arabis","drummondii"
"RM3","ffd",1973,194,"1973-07-13","Arenaria","congesta"
"RM3","ffd",1980,193,"1980-07-11","Arenaria","congesta"
"RM3","ffd",1981,192,"1981-07-11","Arenaria","congesta"
"RM3","ffd",1982,199,"1982-07-18","Arenaria","congesta"
"RM3","ffd",1983,222,"1983-08-10","Arenaria","congesta"
"RM3","ffd",1986,199,"1986-07-18","Arenaria","congesta"
"RM3","ffd",1988,185,"1988-07-03","Arenaria","congesta"
"RM3","ffd",1991,192,"1991-07-11","Arenaria","congesta"
"RM3","ffd",1995,219,"1995-08-07","Arenaria","congesta"
"RM3","ffd",1996,188,"1996-07-06","Arenaria","congesta"
"RM3","ffd",1997,198,"1997-07-17","Arenaria","congesta"
"RM3","ffd",1998,197,"1998-07-16","Arenaria","congesta"
"RM3","ffd",1999,194,"1999-07-13","Arenaria","congesta"
"RM3","ffd",2000,184,"2000-07-02","Arenaria","congesta"
"RM3","ffd",2001,185,"2001-07-04","Arenaria","congesta"
"RM3","ffd",2002,174,"2002-06-23","Arenaria","congesta"
"RM3","ffd",2003,184,"2003-07-03","Arenaria","congesta"
"RM3","ffd",2004,180,"2004-06-28","Arenaria","congesta"
"RM3","ffd",2005,206,"2005-07-25","Arenaria","congesta"
"RM3","ffd",2006,182,"2006-07-01","Arenaria","congesta"
"RM3","ffd",2007,186,"2007-07-05","Arenaria","congesta"
"RM3","ffd",2008,200,"2008-07-18","Arenaria","congesta"
"RM3","ffd",2009,194,"2009-07-13","Arenaria","congesta"
"RM3","ffd",1974,201,"1974-07-20","Calochortus","gunnisonii"
"RM3","ffd",1975,218,"1975-08-06","Calochortus","gunnisonii"
"RM3","ffd",1976,202,"1976-07-20","Calochortus","gunnisonii"
"RM3","ffd",1977,199,"1977-07-18","Calochortus","gunnisonii"
"RM3","ffd",1979,209,"1979-07-28","Calochortus","gunnisonii"
"RM3","ffd",1980,206,"1980-07-24","Calochortus","gunnisonii"
"RM3","ffd",1981,201,"1981-07-20","Calochortus","gunnisonii"
"RM3","ffd",1982,217,"1982-08-05","Calochortus","gunnisonii"
"RM3","ffd",1983,214,"1983-08-02","Calochortus","gunnisonii"
"RM3","ffd",1984,212,"1984-07-30","Calochortus","gunnisonii"
"RM3","ffd",1986,209,"1986-07-28","Calochortus","gunnisonii"
"RM3","ffd",1987,197,"1987-07-16","Calochortus","gunnisonii"
"RM3","ffd",1988,203,"1988-07-21","Calochortus","gunnisonii"
"RM3","ffd",1991,210,"1991-07-29","Calochortus","gunnisonii"
"RM3","ffd",1993,209,"1993-07-28","Calochortus","gunnisonii"
"RM3","ffd",1995,223,"1995-08-11","Calochortus","gunnisonii"
"RM3","ffd",1997,208,"1997-07-27","Calochortus","gunnisonii"
"RM3","ffd",1998,201,"1998-07-20","Calochortus","gunnisonii"
"RM3","ffd",1999,209,"1999-07-28","Calochortus","gunnisonii"
"RM3","ffd",2000,194,"2000-07-12","Calochortus","gunnisonii"
"RM3","ffd",2003,196,"2003-07-15","Calochortus","gunnisonii"
"RM3","ffd",2005,208,"2005-07-27","Calochortus","gunnisonii"
"RM3","ffd",2006,196,"2006-07-15","Calochortus","gunnisonii"
"RM3","ffd",2008,208,"2008-07-26","Calochortus","gunnisonii"
"RM3","ffd",2009,202,"2009-07-21","Calochortus","gunnisonii"
"RM3","ffd",1973,157,"1973-06-06","Claytonia","lanceolata"
"RM3","ffd",1974,145,"1974-05-25","Claytonia","lanceolata"
"RM3","ffd",1975,154,"1975-06-03","Claytonia","lanceolata"
"RM3","ffd",1976,157,"1976-06-05","Claytonia","lanceolata"
"RM3","ffd",1979,152,"1979-06-01","Claytonia","lanceolata"
"RM3","ffd",1980,156,"1980-06-04","Claytonia","lanceolata"
"RM3","ffd",1981,133,"1981-05-13","Claytonia","lanceolata"
"RM3","ffd",1982,152,"1982-06-01","Claytonia","lanceolata"
"RM3","ffd",1983,158,"1983-06-07","Claytonia","lanceolata"
"RM3","ffd",1984,152,"1984-05-31","Claytonia","lanceolata"
